"id","from_book","from_chapter","from_verse","to_book","to_chapter_start","to_verse_start","to_chapter_end","to_verse_end","votes"
"1","1","1","1","66","22","13","22","13","56"
"2","1","1","1","19","89","11","89","12","61"
"3","1","1","1","45","11","36","11","36","58"
"4","1","1","1","20","8","22","8","30","73"
"5","1","1","1","43","1","1","1","3","362"
"6","1","1","1","45","1","19","1","20","55"
"7","1","1","1","66","3","14","3","14","42"
"8","1","1","1","23","40","28","40","28","61"
"9","1","1","1","66","14","7","14","7","77"
"10","1","1","1","19","124","8","124","8","66"
"11","1","1","1","24","10","12","10","12","72"
"12","1","1","1","19","90","2","90","2","58"
"13","1","1","1","19","121","2","121","2","61"
"14","1","1","1","23","40","26","40","26","55"
"15","1","1","1","19","104","30","104","30","56"
"16","1","1","1","58","1","2","1","2","61"
"17","1","1","1","44","14","15","14","15","74"
"18","1","1","1","44","4","24","4","24","59"
"19","1","1","1","66","4","11","4","11","196"
"20","1","1","1","16","9","6","9","6","96"
"21","1","1","1","66","10","6","10","6","58"
"22","1","1","1","51","1","16","1","17","161"
"23","1","1","1","13","16","26","16","26","54"
"24","1","1","1","24","32","17","32","17","87"
"25","1","1","1","19","33","9","33","9","84"
"26","1","1","1","58","1","10","1","10","183"
"27","1","1","1","40","11","25","11","25","13"
"28","1","1","1","44","17","24","17","24","126"
"29","1","1","1","19","33","6","33","6","62"
"30","1","1","1","19","148","4","148","5","55"
"31","1","1","1","24","51","15","51","15","85"
"32","1","1","1","66","21","6","21","6","55"
"33","1","1","1","19","115","15","115","15","76"
"34","1","1","1","19","102","25","102","25","66"
"35","1","1","1","38","12","1","12","1","61"
"36","1","1","1","21","12","1","12","1","20"
"37","1","1","1","62","1","1","1","1","55"
"38","1","1","1","19","104","24","104","24","61"
"39","1","1","1","23","51","16","51","16","56"
"40","1","1","1","23","44","24","44","24","93"
"41","1","1","1","19","136","5","136","5","73"
"42","1","1","1","19","146","6","146","6","56"
"43","1","1","1","58","3","4","3","4","62"
"44","1","1","1","23","45","18","45","18","237"
"45","1","1","1","18","26","13","26","13","38"
"46","1","1","1","2","31","18","31","18","-38"
"47","1","1","1","19","134","3","134","3","56"
"48","1","1","1","18","38","4","38","4","138"
"49","1","1","1","46","8","6","8","6","68"
"50","1","1","1","20","3","19","3","19","80"
"51","1","1","1","41","13","19","13","19","54"
"52","1","1","1","23","42","5","42","5","153"
"53","1","1","1","49","3","9","3","9","50"
"54","1","1","1","23","37","16","37","16","59"
"55","1","1","1","19","8","3","8","3","69"
"56","1","1","1","2","20","11","20","11","148"
"57","1","1","1","23","65","17","65","17","53"
"58","1","1","1","20","16","4","16","4","61"
"59","1","1","1","19","96","5","96","5","59"
"60","1","1","1","58","11","3","11","3","265"
"61","1","1","1","23","51","13","51","13","52"
"62","1","1","1","61","3","5","3","5","99"
"63","1","1","2","23","40","12","40","14","30"
"64","1","1","2","34","2","10","2","10","-24"
"65","1","1","2","19","33","6","33","6","48"
"66","1","1","2","24","4","23","4","23","97"
"67","1","1","2","19","104","30","104","30","74"
"68","1","1","2","23","45","18","45","18","67"
"69","1","1","2","18","26","7","26","7","44"
"70","1","1","2","18","26","14","26","14","10"
"71","1","1","3","43","11","43","11","43","-4"
"72","1","1","3","43","1","9","1","9","31"
"73","1","1","3","18","36","30","36","30","17"
"74","1","1","3","23","60","19","60","19","48"
"75","1","1","3","18","38","19","38","19","23"
"76","1","1","3","43","1","5","1","5","67"
"77","1","1","3","19","33","9","33","9","28"
"78","1","1","3","49","5","14","5","14","24"
"79","1","1","3","43","3","19","3","19","33"
"80","1","1","3","40","8","3","8","3","-4"
"81","1","1","3","19","104","2","104","2","23"
"82","1","1","3","47","4","6","4","6","79"
"83","1","1","3","23","45","7","45","7","56"
"84","1","1","3","19","118","27","118","27","20"
"85","1","1","3","19","33","6","33","6","29"
"86","1","1","3","19","148","5","148","5","28"
"87","1","1","3","62","1","5","1","5","44"
"88","1","1","3","19","97","11","97","11","32"
"89","1","1","3","54","6","16","6","16","22"
"90","1","1","3","62","2","8","2","8","24"
"91","1","1","3","49","5","8","5","8","38"
"92","1","1","4","1","1","10","1","10","4"
"93","1","1","4","1","1","25","1","25","3"
"94","1","1","4","1","1","31","1","31","8"
"95","1","1","4","21","11","7","11","7","20"
"96","1","1","4","21","2","13","2","13","22"
"97","1","1","4","1","1","18","1","18","20"
"98","1","1","4","1","1","12","1","12","7"
"99","1","1","5","46","3","13","3","13","8"
"100","1","1","5","52","5","5","5","5","16"
"101","1","1","5","23","45","7","45","7","19"
"102","1","1","5","19","19","2","19","2","10"
"103","1","1","5","1","1","23","1","23","7"
"104","1","1","5","1","8","22","8","22","11"
"105","1","1","5","1","1","13","1","13","6"
"106","1","1","5","19","104","20","104","20","16"
"107","1","1","5","19","74","16","74","16","26"
"108","1","1","5","1","1","8","1","8","10"
"109","1","1","5","1","1","31","1","31","7"
"110","1","1","5","1","1","19","1","19","6"
"111","1","1","5","49","5","13","5","13","8"
"112","1","1","5","24","33","20","33","20","11"
"113","1","1","6","18","26","13","26","13","4"
"114","1","1","6","24","51","15","51","15","17"
"115","1","1","6","19","33","6","33","6","16"
"116","1","1","6","18","37","18","37","18","16"
"117","1","1","6","18","26","7","26","8","15"
"118","1","1","6","21","11","3","11","3","2"
"119","1","1","6","1","1","20","1","20","5"
"120","1","1","6","1","7","11","7","12","4"
"121","1","1","6","38","12","1","12","1","6"
"122","1","1","6","19","136","5","136","6","9"
"123","1","1","6","18","37","11","37","11","3"
"124","1","1","6","19","19","1","19","1","8"
"125","1","1","6","19","150","1","150","1","5"
"126","1","1","6","24","10","10","10","10","-2"
"127","1","1","6","19","33","9","33","9","9"
"128","1","1","6","1","1","14","1","14","2"
"129","1","1","6","19","148","4","148","4","10"
"130","1","1","6","24","10","12","10","13","14"
"131","1","1","6","19","104","2","104","2","11"
"132","1","1","6","18","38","22","38","26","2"
"133","1","1","7","1","1","11","1","11","-3"
"134","1","1","7","21","11","3","11","3","-3"
"135","1","1","7","18","38","8","38","11","4"
"136","1","1","7","18","26","8","26","8","2"
"137","1","1","7","20","8","28","8","29","14"
"138","1","1","7","40","8","27","8","27","6"
"139","1","1","7","1","1","24","1","24","-2"
"140","1","1","7","1","1","15","1","15","0"
"141","1","1","7","19","104","10","104","10","-4"
"142","1","1","7","19","148","4","148","4","14"
"143","1","1","7","1","1","9","1","9","3"
"144","1","1","8","1","1","5","1","5","-1"
"145","1","1","8","1","1","23","1","23","-3"
"146","1","1","8","1","5","2","5","2","-4"
"147","1","1","8","1","1","31","1","31","-3"
"148","1","1","8","1","1","19","1","19","-2"
"149","1","1","8","1","1","10","1","10","-3"
"150","1","1","8","1","1","13","1","13","-3"
"151","1","1","9","24","5","22","5","22","9"
"152","1","1","9","61","3","5","3","5","17"
"153","1","1","9","66","10","6","10","6","4"
"154","1","1","9","19","104","5","104","9","6"
"155","1","1","9","21","1","7","1","7","7"
"156","1","1","9","19","33","7","33","7","7"
"157","1","1","9","32","1","9","1","9","10"
"158","1","1","9","19","95","5","95","5","9"
"159","1","1","9","19","136","5","136","6","4"
"160","1","1","9","18","26","7","26","7","2"
"161","1","1","9","19","24","1","24","2","5"
"162","1","1","9","20","8","28","8","29","7"
"163","1","1","9","19","104","3","104","3","2"
"164","1","1","9","18","26","10","26","10","6"
"165","1","1","9","18","38","8","38","11","5"
"166","1","1","10","19","104","31","104","31","-1"
"167","1","1","10","1","1","4","1","4","-2"
"168","1","1","10","5","32","4","32","4","2"
"169","1","1","11","19","147","8","147","8","13"
"170","1","1","11","59","3","12","3","12","5"
"171","1","1","11","1","1","29","1","29","11"
"172","1","1","11","40","6","30","6","30","9"
"173","1","1","11","58","6","7","6","7","14"
"174","1","1","11","24","17","8","17","8","5"
"175","1","1","11","40","7","16","7","20","7"
"176","1","1","11","19","65","9","65","13","10"
"177","1","1","11","1","2","16","2","16","5"
"178","1","1","11","40","3","10","3","10","5"
"179","1","1","11","19","1","3","1","3","6"
"180","1","1","11","41","4","28","4","28","7"
"181","1","1","11","1","2","9","2","9","9"
"182","1","1","11","19","104","14","104","17","14"
"183","1","1","11","18","28","5","28","5","8"
"184","1","1","11","42","6","43","6","44","6"
"185","1","1","11","1","2","5","2","5","6"
"186","1","1","12","23","61","11","61","11","6"
"187","1","1","12","42","6","44","6","44","8"
"188","1","1","12","48","6","7","6","7","8"
"189","1","1","12","41","4","28","4","28","10"
"190","1","1","12","47","9","10","9","10","5"
"191","1","1","12","40","13","24","13","26","8"
"192","1","1","12","23","55","10","55","11","8"
"193","1","1","14","24","33","25","33","25","6"
"194","1","1","14","29","2","30","2","31","10"
"195","1","1","14","24","31","35","31","35","15"
"196","1","1","14","18","25","3","25","3","2"
"197","1","1","14","26","46","1","46","1","5"
"198","1","1","14","29","3","15","3","15","11"
"199","1","1","14","26","46","6","46","6","3"
"200","1","1","14","66","8","12","8","12","3"
"201","1","1","14","1","9","13","9","13","4"
"202","1","1","14","29","2","10","2","10","6"
"203","1","1","14","42","23","45","23","45","3"
"204","1","1","14","41","13","24","13","24","3"
"205","1","1","14","19","136","7","136","9","14"
"206","1","1","14","23","40","26","40","26","8"
"207","1","1","14","24","10","2","10","2","10"
"208","1","1","14","18","3","9","3","9","3"
"209","1","1","14","18","38","31","38","32","4"
"210","1","1","14","19","19","1","19","6","4"
"211","1","1","14","18","38","12","38","14","4"
"212","1","1","14","40","2","2","2","2","5"
"213","1","1","14","30","5","8","5","8","13"
"214","1","1","14","19","104","19","104","20","21"
"215","1","1","14","26","32","7","32","8","7"
"216","1","1","14","40","24","29","24","29","6"
"217","1","1","14","1","8","22","8","22","10"
"218","1","1","14","30","8","9","8","9","6"
"219","1","1","14","42","21","25","21","26","9"
"220","1","1","14","19","8","3","8","4","13"
"221","1","1","14","19","119","91","119","91","3"
"222","1","1","14","5","4","19","4","19","18"
"223","1","1","14","19","74","16","74","17","15"
"224","1","1","14","40","16","2","16","3","5"
"225","1","1","14","19","81","3","81","3","10"
"226","1","1","14","24","33","20","33","20","6"
"227","1","1","14","19","148","6","148","6","12"
"228","1","1","14","44","2","19","2","20","3"
"229","1","1","14","18","25","5","25","5","5"
"230","1","1","14","66","9","2","9","2","2"
"231","1","1","14","19","148","3","148","3","14"
"232","1","1","14","66","6","12","6","12","5"
"233","1","1","16","66","16","8","16","9","5"
"234","1","1","16","18","31","26","31","26","4"
"235","1","1","16","19","136","7","136","9","11"
"236","1","1","16","19","148","5","148","5","7"
"237","1","1","16","19","19","6","19","6","5"
"238","1","1","16","35","3","11","3","11","5"
"239","1","1","16","40","27","45","27","45","5"
"240","1","1","16","23","40","26","40","26","7"
"241","1","1","16","19","148","3","148","3","6"
"242","1","1","16","6","10","12","10","14","3"
"243","1","1","16","19","8","3","8","3","8"
"244","1","1","16","19","74","16","74","16","7"
"245","1","1","16","23","24","23","24","23","4"
"246","1","1","16","5","4","19","4","19","10"
"247","1","1","16","46","15","41","15","41","5"
"248","1","1","16","23","13","10","13","10","5"
"249","1","1","16","18","38","7","38","7","6"
"250","1","1","16","40","24","29","24","29","3"
"251","1","1","16","66","21","23","21","23","3"
"252","1","1","16","23","45","7","45","7","5"
"253","1","1","17","18","38","12","38","12","1"
"254","1","1","17","44","13","47","13","47","-1"
"255","1","1","17","1","9","13","9","13","-1"
"256","1","1","17","19","8","1","8","1","3"
"257","1","1","17","19","8","3","8","3","7"
"258","1","1","18","19","19","6","19","6","2"
"259","1","1","18","24","31","35","31","35","8"
"260","1","1","20","19","104","24","104","25","11"
"261","1","1","20","1","2","19","2","19","11"
"262","1","1","20","44","17","25","17","25","2"
"263","1","1","20","1","8","17","8","17","3"
"264","1","1","20","1","1","7","1","7","3"
"265","1","1","20","1","1","22","1","22","3"
"266","1","1","20","19","148","10","148","10","5"
"267","1","1","20","1","1","30","1","30","4"
"268","1","1","20","11","4","33","4","33","7"
"269","1","1","20","21","2","21","2","21","-2"
"270","1","1","20","1","1","14","1","14","2"
"271","1","1","21","1","1","31","1","31","1"
"272","1","1","21","1","7","14","7","14","2"
"273","1","1","21","2","8","3","8","3","2"
"274","1","1","21","40","12","40","12","40","0"
"275","1","1","21","2","1","7","1","7","2"
"276","1","1","21","32","2","10","2","10","-1"
"277","1","1","21","1","9","7","9","7","2"
"278","1","1","21","1","1","25","1","25","6"
"279","1","1","21","19","104","24","104","26","7"
"280","1","1","21","1","8","19","8","19","5"
"281","1","1","21","32","1","17","1","17","0"
"282","1","1","21","26","32","2","32","2","0"
"283","1","1","21","1","8","17","8","17","3"
"284","1","1","21","1","6","20","6","20","2"
"285","1","1","21","1","1","18","1","18","1"
"286","1","1","21","18","7","12","7","12","1"
"287","1","1","21","18","26","5","26","5","1"
"288","1","1","22","19","107","38","107","38","5"
"289","1","1","22","19","128","3","128","3","3"
"290","1","1","22","1","1","28","1","28","5"
"291","1","1","22","1","8","17","8","17","6"
"292","1","1","22","1","30","30","30","30","3"
"293","1","1","22","1","30","27","30","27","2"
"294","1","1","22","3","26","9","26","9","3"
"295","1","1","22","19","144","13","144","14","3"
"296","1","1","22","18","40","15","40","15","6"
"297","1","1","22","1","35","11","35","11","4"
"298","1","1","22","19","107","31","107","31","3"
"299","1","1","22","20","10","22","10","22","3"
"300","1","1","22","1","9","1","9","1","4"
"301","1","1","22","18","42","12","42","12","4"
"302","1","1","24","18","39","9","39","9","0"
"303","1","1","24","19","148","10","148","10","4"
"304","1","1","24","18","40","15","40","15","5"
"305","1","1","24","19","104","23","104","23","1"
"306","1","1","24","19","50","9","50","10","9"
"307","1","1","24","1","6","20","6","20","6"
"308","1","1","24","1","7","14","7","14","3"
"309","1","1","24","18","38","39","38","40","1"
"310","1","1","24","18","39","5","39","5","2"
"311","1","1","24","1","8","19","8","19","5"
"312","1","1","24","18","39","1","39","1","0"
"313","1","1","24","18","39","19","39","19","1"
"314","1","1","24","19","104","18","104","18","1"
"315","1","1","25","18","26","13","26","13","5"
"316","1","1","25","18","12","8","12","10","11"
"317","1","1","25","24","27","5","27","5","14"
"318","1","1","25","1","2","19","2","20","7"
"319","1","1","26","47","4","4","4","4","25"
"320","1","1","26","19","100","3","100","3","39"
"321","1","1","26","19","104","20","104","24","14"
"322","1","1","26","47","3","18","3","18","38"
"323","1","1","26","44","17","20","17","20","-2"
"324","1","1","26","49","4","24","4","24","75"
"325","1","1","26","21","7","29","7","29","19"
"326","1","1","26","18","5","23","5","23","1"
"327","1","1","26","23","64","8","64","8","34"
"328","1","1","26","58","2","6","2","9","25"
"329","1","1","26","23","6","8","6","8","15"
"330","1","1","26","44","17","28","17","29","21"
"331","1","1","26","44","17","26","17","26","18"
"332","1","1","26","1","9","2","9","4","36"
"333","1","1","26","43","5","17","5","17","5"
"334","1","1","26","51","1","15","1","15","32"
"335","1","1","26","51","3","10","3","10","82"
"336","1","1","26","1","3","22","3","22","42"
"337","1","1","26","59","3","7","3","7","13"
"338","1","1","26","18","35","10","35","10","4"
"339","1","1","26","19","8","4","8","8","49"
"340","1","1","26","1","5","1","5","1","40"
"341","1","1","26","62","5","7","5","7","16"
"342","1","1","26","43","14","23","14","23","17"
"343","1","1","26","46","11","7","11","7","22"
"344","1","1","26","1","9","6","9","6","20"
"345","1","1","26","1","11","7","11","7","10"
"346","1","1","26","24","27","6","27","6","7"
"347","1","1","26","19","149","2","149","2","14"
"348","1","1","26","59","3","9","3","9","25"
"349","1","1","27","23","43","7","43","7","30"
"350","1","1","27","19","139","14","139","14","33"
"351","1","1","27","41","10","6","10","6","46"
"352","1","1","27","40","19","4","19","4","88"
"353","1","1","27","51","1","26","1","26","6"
"354","1","1","27","1","2","21","2","25","44"
"355","1","1","27","1","5","1","5","2","48"
"356","1","1","27","51","1","15","1","15","27"
"357","1","1","27","49","4","24","4","24","36"
"358","1","1","27","46","11","7","11","9","21"
"359","1","1","27","49","2","10","2","10","48"
"360","1","1","27","1","2","18","2","18","21"
"361","1","1","27","39","2","15","2","15","19"
"362","1","1","28","1","1","22","1","22","19"
"363","1","1","28","19","69","34","69","34","5"
"364","1","1","28","1","9","1","9","1","47"
"365","1","1","28","18","42","12","42","12","7"
"366","1","1","28","1","17","16","17","16","10"
"367","1","1","28","1","17","20","17","20","17"
"368","1","1","28","1","33","5","33","5","6"
"369","1","1","28","3","26","9","26","9","28"
"370","1","1","28","1","9","7","9","7","37"
"371","1","1","28","1","49","25","49","25","10"
"372","1","1","28","1","24","60","24","60","7"
"373","1","1","28","23","45","18","45","18","17"
"374","1","1","28","1","26","24","26","24","10"
"375","1","1","28","13","4","10","4","10","13"
"376","1","1","28","1","8","17","8","17","15"
"377","1","1","28","54","4","3","4","3","2"
"378","1","1","28","19","128","3","128","4","24"
"379","1","1","28","19","127","1","127","5","18"
"380","1","1","28","1","26","3","26","4","13"
"381","1","1","28","1","22","17","22","18","21"
"382","1","1","28","19","107","38","107","38","14"
"383","1","1","28","13","26","5","26","5","5"
"384","1","1","29","1","2","16","2","16","8"
"385","1","1","29","19","136","25","136","25","7"
"386","1","1","29","44","17","28","17","28","8"
"387","1","1","29","44","17","24","17","25","5"
"388","1","1","29","1","9","3","9","3","19"
"389","1","1","29","19","147","9","147","9","10"
"390","1","1","29","28","2","8","2","8","7"
"391","1","1","29","40","6","11","6","11","9"
"392","1","1","29","19","115","16","115","16","8"
"393","1","1","29","44","14","17","14","17","10"
"394","1","1","29","19","104","27","104","28","12"
"395","1","1","29","19","24","1","24","1","9"
"396","1","1","29","40","6","25","6","26","9"
"397","1","1","29","19","145","15","145","16","14"
"398","1","1","29","19","111","5","111","5","7"
"399","1","1","29","19","104","14","104","15","15"
"400","1","1","29","19","146","7","146","7","7"
"401","1","1","29","18","36","31","36","31","9"
"402","1","1","29","54","6","17","6","17","6"
"403","1","1","29","23","33","16","33","16","7"
"404","1","1","30","19","104","14","104","14","14"
"405","1","1","30","18","39","8","39","8","3"
"406","1","1","30","19","145","15","145","16","13"
"407","1","1","30","1","9","3","9","3","6"
"408","1","1","30","18","40","15","40","15","7"
"409","1","1","30","19","147","9","147","9","13"
"410","1","1","30","18","39","4","39","4","3"
"411","1","1","30","18","38","39","38","41","7"
"412","1","1","30","18","39","30","39","30","2"
"413","1","1","30","18","40","20","40","20","7"
"414","1","1","31","1","1","19","1","19","3"
"415","1","1","31","19","19","1","19","2","14"
"416","1","1","31","54","4","4","4","4","32"
"417","1","1","31","1","1","8","1","8","5"
"418","1","1","31","2","20","11","20","11","13"
"419","1","1","31","1","2","2","2","2","7"
"420","1","1","31","19","104","31","104","31","12"
"421","1","1","31","1","1","13","1","13","2"
"422","1","1","31","25","3","38","3","38","10"
"423","1","1","31","1","1","23","1","23","6"
"424","1","1","31","1","1","5","1","5","5"
"425","1","1","31","19","104","24","104","24","24"
"426","1","1","31","18","38","7","38","7","7"
"427","1","2","1","18","12","9","12","9","1"
"428","1","2","1","2","20","11","20","11","10"
"429","1","2","1","23","65","17","65","17","3"
"430","1","2","1","19","33","9","33","9","4"
"431","1","2","1","19","104","2","104","2","0"
"432","1","2","1","2","31","17","31","17","10"
"433","1","2","1","24","10","12","10","12","3"
"434","1","2","1","42","2","13","2","13","0"
"435","1","2","1","19","136","5","136","8","4"
"436","1","2","1","1","1","10","1","10","3"
"437","1","2","1","12","21","3","21","5","2"
"438","1","2","1","44","4","24","4","24","3"
"439","1","2","1","24","8","2","8","2","1"
"440","1","2","1","23","42","5","42","5","6"
"441","1","2","1","23","34","4","34","4","0"
"442","1","2","1","5","17","3","17","3","2"
"443","1","2","1","16","9","6","9","6","4"
"444","1","2","1","1","2","4","2","4","3"
"445","1","2","1","19","146","6","146","6","5"
"446","1","2","1","23","48","13","48","13","3"
"447","1","2","1","5","4","19","4","19","3"
"448","1","2","1","23","40","26","40","28","4"
"449","1","2","1","12","19","15","19","15","6"
"450","1","2","1","14","2","12","2","12","4"
"451","1","2","1","23","45","18","45","18","8"
"452","1","2","1","23","45","12","45","12","5"
"453","1","2","1","44","7","42","7","42","0"
"454","1","2","1","19","33","6","33","6","9"
"455","1","2","1","58","4","3","4","3","3"
"456","1","2","1","1","1","1","1","1","8"
"457","1","2","1","23","55","9","55","9","1"
"458","1","2","1","38","12","1","12","1","4"
"459","1","2","1","24","10","16","10","16","3"
"460","1","2","1","19","89","11","89","13","4"
"461","1","2","2","23","58","13","58","13","4"
"462","1","2","2","58","4","4","4","4","20"
"463","1","2","2","1","1","31","1","31","1"
"464","1","2","2","5","5","14","5","14","11"
"465","1","2","2","2","20","8","20","11","9"
"466","1","2","2","2","23","12","23","12","9"
"467","1","2","2","43","5","17","5","17","8"
"468","1","2","2","2","31","17","31","17","16"
"469","1","2","3","41","2","27","2","27","19"
"470","1","2","3","26","20","12","20","12","19"
"471","1","2","3","24","17","21","17","27","10"
"472","1","2","3","2","20","8","20","11","9"
"473","1","2","3","16","13","15","13","22","6"
"474","1","2","3","23","58","13","58","14","9"
"475","1","2","3","5","5","12","5","14","9"
"476","1","2","3","23","56","2","56","7","8"
"477","1","2","3","2","34","21","34","21","11"
"478","1","2","3","16","9","14","9","14","9"
"479","1","2","3","2","31","13","31","17","13"
"480","1","2","3","2","23","12","23","12","9"
"481","1","2","3","2","35","2","35","3","11"
"482","1","2","3","2","16","22","16","30","8"
"483","1","2","3","42","23","56","23","56","13"
"484","1","2","3","3","23","3","23","3","19"
"485","1","2","3","20","10","22","10","22","4"
"486","1","2","3","3","25","2","25","3","10"
"487","1","2","3","58","4","4","4","10","8"
"488","1","2","4","23","44","6","44","6","0"
"489","1","2","4","66","1","8","1","8","4"
"490","1","2","4","19","86","10","86","10","-1"
"491","1","2","4","14","20","6","20","6","2"
"492","1","2","4","1","11","10","11","10","2"
"493","1","2","4","1","25","12","25","12","2"
"494","1","2","4","1","10","1","10","1","2"
"495","1","2","4","1","1","31","1","31","3"
"496","1","2","4","19","18","31","18","31","2"
"497","1","2","4","2","6","16","6","16","2"
"498","1","2","4","2","15","3","15","3","3"
"499","1","2","4","66","1","4","1","4","0"
"500","1","2","4","1","1","4","1","4","3"
"501","1","2","4","1","1","28","1","28","2"
"502","1","2","4","1","36","9","36","9","2"
"503","1","2","4","18","38","28","38","28","2"
"504","1","2","4","11","18","39","18","39","2"
"505","1","2","4","1","1","1","1","1","3"
"506","1","2","4","1","36","1","36","1","3"
"507","1","2","4","66","11","17","11","17","0"
"508","1","2","4","66","16","5","16","5","1"
"509","1","2","4","1","25","19","25","19","2"
"510","1","2","4","19","90","1","90","2","1"
"511","1","2","4","1","5","1","5","1","8"
"512","1","2","5","18","38","26","38","28","6"
"513","1","2","5","1","3","23","3","23","8"
"514","1","2","5","19","135","7","135","7","5"
"515","1","2","5","19","104","14","104","14","5"
"516","1","2","5","1","1","11","1","12","6"
"517","1","2","5","1","4","2","4","2","6"
"518","1","2","5","18","5","10","5","10","7"
"519","1","2","5","58","6","7","6","7","7"
"520","1","2","5","19","65","9","65","11","4"
"521","1","2","5","40","5","45","5","45","4"
"522","1","2","5","24","14","22","14","22","5"
"523","1","2","5","1","4","12","4","12","6"
"524","1","2","7","38","12","1","12","1","14"
"525","1","2","7","1","7","22","7","22","17"
"526","1","2","7","19","103","14","103","14","14"
"527","1","2","7","45","9","20","9","20","12"
"528","1","2","7","1","3","19","3","19","19"
"529","1","2","7","19","139","14","139","15","6"
"530","1","2","7","43","20","22","20","22","5"
"531","1","2","7","47","5","1","5","1","7"
"532","1","2","7","18","33","6","33","6","8"
"533","1","2","7","4","16","22","16","22","9"
"534","1","2","7","18","33","4","33","4","41"
"535","1","2","7","19","100","3","100","3","13"
"536","1","2","7","21","12","7","12","7","41"
"537","1","2","7","21","3","20","3","21","14"
"538","1","2","7","18","4","19","4","19","6"
"539","1","2","7","21","3","7","3","7","1"
"540","1","2","7","46","15","45","15","45","40"
"541","1","2","7","23","64","8","64","8","34"
"542","1","2","7","47","4","7","4","7","5"
"543","1","2","7","4","27","16","27","16","5"
"544","1","2","7","23","2","22","2","22","11"
"545","1","2","7","44","17","25","17","25","27"
"546","1","2","7","18","27","3","27","3","21"
"547","1","2","7","46","15","47","15","47","24"
"548","1","2","7","20","20","27","20","27","9"
"549","1","2","7","1","3","23","3","23","10"
"550","1","2","7","58","12","9","12","9","9"
"551","1","2","8","12","19","12","19","12","5"
"552","1","2","8","1","13","10","13","10","6"
"553","1","2","8","26","27","23","27","23","2"
"554","1","2","8","1","3","24","3","24","8"
"555","1","2","8","26","31","8","31","9","5"
"556","1","2","8","23","51","3","51","3","4"
"557","1","2","8","1","4","16","4","16","5"
"558","1","2","8","26","31","18","31","18","1"
"559","1","2","8","26","28","13","28","13","8"
"560","1","2","8","29","2","3","2","3","5"
"561","1","2","8","26","31","16","31","16","3"
"562","1","2","9","1","3","22","3","22","23"
"563","1","2","9","26","31","8","31","9","7"
"564","1","2","9","23","47","10","47","10","5"
"565","1","2","9","66","22","14","22","14","20"
"566","1","2","9","66","2","7","2","7","20"
"567","1","2","9","5","6","25","6","25","4"
"568","1","2","9","1","2","17","2","17","9"
"569","1","2","9","20","3","18","3","18","10"
"570","1","2","9","1","3","3","3","3","9"
"571","1","2","9","23","44","25","44","25","5"
"572","1","2","9","66","22","2","22","2","14"
"573","1","2","9","46","8","1","8","1","5"
"574","1","2","9","26","31","18","31","18","5"
"575","1","2","9","26","47","12","47","12","13"
"576","1","2","9","26","31","16","31","16","7"
"577","1","2","9","20","11","30","11","30","13"
"578","1","2","9","43","6","48","6","48","3"
"579","1","2","10","66","22","1","22","1","8"
"580","1","2","10","19","46","4","46","4","7"
"581","1","2","11","9","15","7","15","7","6"
"582","1","2","11","1","10","7","10","7","5"
"583","1","2","11","1","10","29","10","29","6"
"584","1","2","11","1","25","18","25","18","7"
"585","1","2","12","18","28","16","28","16","5"
"586","1","2","12","4","11","7","11","7","4"
"587","1","2","12","2","28","20","28","20","5"
"588","1","2","12","2","39","13","39","13","4"
"589","1","2","12","26","28","13","28","13","6"
"590","1","2","13","1","10","6","10","6","4"
"591","1","2","13","23","11","11","11","11","3"
"592","1","2","14","1","10","11","10","11","2"
"593","1","2","14","27","10","4","10","4","5"
"594","1","2","14","66","9","14","9","14","1"
"595","1","2","14","1","25","18","25","18","2"
"596","1","2","14","5","1","7","1","7","2"
"597","1","2","14","1","10","22","10","22","2"
"598","1","2","14","5","11","24","11","24","2"
"599","1","2","14","1","15","18","15","18","4"
"600","1","2","15","1","2","2","2","2","10"
"601","1","2","15","1","2","8","2","8","22"
"602","1","2","15","19","128","2","128","2","25"
"603","1","2","15","49","4","28","4","28","15"
"604","1","2","15","18","31","33","31","33","-4"
"605","1","2","16","54","6","17","6","17","9"
"606","1","2","16","54","4","4","4","4","10"
"607","1","2","16","1","2","9","2","9","8"
"608","1","2","16","1","3","1","3","2","5"
"609","1","2","16","9","15","22","15","22","11"
"610","1","2","17","1","3","19","3","19","20"
"611","1","2","17","26","18","4","18","4","9"
"612","1","2","17","26","33","8","33","8","8"
"613","1","2","17","26","33","14","33","14","6"
"614","1","2","17","4","26","65","26","65","6"
"615","1","2","17","45","1","32","1","32","13"
"616","1","2","17","11","2","37","2","37","4"
"617","1","2","17","1","3","11","3","11","12"
"618","1","2","17","24","26","8","26","8","5"
"619","1","2","17","54","5","6","5","6","15"
"620","1","2","17","45","7","10","7","13","14"
"621","1","2","17","26","3","18","3","20","8"
"622","1","2","17","49","2","1","2","6","13"
"623","1","2","17","1","3","1","3","4","4"
"624","1","2","17","9","22","16","22","16","5"
"625","1","2","17","48","3","10","3","10","17"
"626","1","2","17","46","15","22","15","22","17"
"627","1","2","17","11","2","42","2","42","6"
"628","1","2","17","45","5","12","5","21","11"
"629","1","2","17","9","14","44","14","44","5"
"630","1","2","17","66","20","6","20","6","6"
"631","1","2","17","45","8","2","8","2","9"
"632","1","2","17","59","1","15","1","15","23"
