"id","from_book","from_chapter","from_verse","to_book","to_chapter_start","to_verse_start","to_chapter_end","to_verse_end","votes"
"45365","5","30","14","42","10","11","10","12","4"
"45366","5","30","14","44","13","38","13","41","1"
"45367","5","30","14","26","33","31","33","31","4"
"45368","5","30","15","5","11","26","11","26","13"
"45369","5","30","15","48","3","13","3","14","9"
"45370","5","30","15","5","30","1","30","1","7"
"45371","5","30","15","62","5","11","5","12","9"
"45372","5","30","15","5","32","47","32","47","8"
"45373","5","30","15","41","16","16","16","16","7"
"45374","5","30","15","43","3","16","3","16","6"
"45375","5","30","15","48","5","6","5","6","6"
"45376","5","30","15","5","30","19","30","19","12"
"45377","5","30","15","5","28","1","28","14","8"
"45378","5","30","15","62","3","23","3","23","6"
"45379","5","30","16","40","22","37","22","38","13"
"45380","5","30","16","43","14","21","14","21","10"
"45381","5","30","16","5","30","6","30","6","13"
"45382","5","30","16","5","6","5","6","5","10"
"45383","5","30","16","62","5","2","5","3","12"
"45384","5","30","16","46","7","19","7","19","8"
"45385","5","30","17","58","12","25","12","25","2"
"45386","5","30","17","20","1","32","1","32","3"
"45387","5","30","17","58","3","12","3","12","3"
"45388","5","30","17","11","11","2","11","2","2"
"45389","5","30","17","9","12","25","12","25","2"
"45390","5","30","17","55","4","4","4","4","3"
"45391","5","30","17","43","3","19","3","21","2"
"45392","5","30","17","5","17","17","17","17","2"
"45393","5","30","17","5","29","18","29","28","2"
"45394","5","30","17","20","14","14","14","14","2"
"45395","5","30","18","23","63","17","63","18","3"
"45396","5","30","18","5","4","26","4","26","3"
"45397","5","30","18","5","31","29","31","29","2"
"45398","5","30","18","5","8","19","8","20","5"
"45399","5","30","18","6","23","15","23","16","3"
"45400","5","30","19","5","30","15","30","15","44"
"45401","5","30","19","19","119","173","119","173","10"
"45402","5","30","19","5","11","26","11","26","38"
"45403","5","30","19","24","2","12","2","13","7"
"45404","5","30","19","5","31","28","31","28","9"
"45405","5","30","19","5","4","26","4","26","12"
"45406","5","30","19","42","10","42","10","42","16"
"45407","5","30","19","5","30","1","30","1","18"
"45408","5","30","19","24","32","39","32","39","15"
"45409","5","30","19","24","22","29","22","30","7"
"45410","5","30","19","54","5","21","5","21","13"
"45411","5","30","19","19","119","30","119","30","31"
"45412","5","30","19","33","6","1","6","2","9"
"45413","5","30","19","20","8","36","8","36","24"
"45414","5","30","19","19","119","111","119","111","8"
"45415","5","30","19","20","1","29","1","29","8"
"45416","5","30","19","44","2","39","2","39","10"
"45417","5","30","19","23","56","4","56","4","4"
"45418","5","30","19","5","32","1","32","1","7"
"45419","5","30","19","6","24","15","24","22","24"
"45420","5","30","19","23","1","2","1","2","7"
"45421","5","30","20","5","12","10","12","10","3"
"45422","5","30","20","43","14","6","14","6","13"
"45423","5","30","20","66","21","6","21","6","4"
"45424","5","30","20","19","36","9","36","9","10"
"45425","5","30","20","5","10","12","10","12","11"
"45426","5","30","20","48","2","20","2","20","9"
"45427","5","30","20","5","11","22","11","22","2"
"45428","5","30","20","5","10","20","10","20","18"
"45429","5","30","20","5","4","4","4","4","5"
"45430","5","30","20","5","30","6","30","6","3"
"45431","5","30","20","5","4","40","4","40","11"
"45432","5","30","20","51","3","3","3","4","5"
"45433","5","30","20","19","30","5","30","5","3"
"45434","5","30","20","45","12","9","12","9","4"
"45435","5","30","20","44","17","25","17","25","13"
"45436","5","30","20","19","27","1","27","1","8"
"45437","5","30","20","5","11","9","11","9","5"
"45438","5","30","20","66","22","17","22","17","3"
"45439","5","30","20","43","11","25","11","26","18"
"45440","5","30","20","5","30","16","30","16","4"
"45441","5","30","20","5","6","5","6","5","5"
"45442","5","30","20","43","17","3","17","3","14"
"45443","5","30","20","5","5","16","5","16","10"
"45444","5","30","20","6","23","8","23","8","8"
"45445","5","30","20","19","66","9","66","9","11"
"45446","5","30","20","66","22","1","22","1","3"
"45447","5","30","20","44","11","23","11","23","5"
"45448","5","30","20","44","17","28","17","28","11"
"45449","5","31","2","10","21","17","21","17","2"
"45450","5","31","2","5","32","48","32","52","2"
"45451","5","31","2","2","7","7","7","7","3"
"45452","5","31","2","61","1","13","1","14","2"
"45453","5","31","2","4","27","17","27","17","6"
"45454","5","31","2","5","1","37","1","37","2"
"45455","5","31","2","11","3","7","3","7","5"
"45456","5","31","2","6","14","10","14","11","2"
"45457","5","31","2","4","20","12","20","12","3"
"45458","5","31","2","4","27","13","27","14","2"
"45459","5","31","2","5","34","7","34","7","7"
"45460","5","31","2","44","7","23","7","23","2"
"45461","5","31","2","19","90","10","90","10","2"
"45462","5","31","2","5","3","26","3","27","3"
"45463","5","31","2","44","20","25","20","25","2"
"45464","5","31","2","5","4","21","4","22","2"
"45465","5","31","3","4","27","18","27","21","3"
"45466","5","31","3","5","31","14","31","14","3"
"45467","5","31","3","6","4","14","4","14","4"
"45468","5","31","3","58","4","8","4","8","2"
"45469","5","31","3","5","31","7","31","8","3"
"45470","5","31","3","5","34","9","34","9","3"
"45471","5","31","3","19","146","3","146","6","2"
"45472","5","31","3","19","44","2","44","3","2"
"45473","5","31","3","6","3","7","3","7","1"
"45474","5","31","3","6","1","2","1","2","3"
"45475","5","31","3","1","48","21","48","21","3"
"45476","5","31","3","5","31","23","31","23","6"
"45477","5","31","3","44","7","45","7","45","1"
"45478","5","31","3","5","9","3","9","3","9"
"45479","5","31","3","5","3","28","3","28","5"
"45480","5","31","4","5","2","33","2","33","2"
"45481","5","31","4","5","7","2","7","2","1"
"45482","5","31","4","5","3","3","3","11","2"
"45483","5","31","4","5","7","16","7","16","2"
"45484","5","31","4","5","3","21","3","21","2"
"45485","5","31","4","2","23","28","23","31","2"
"45486","5","31","4","4","21","24","21","35","2"
"45487","5","31","5","2","23","32","23","33","3"
"45488","5","31","5","5","7","23","7","25","2"
"45489","5","31","5","5","20","16","20","17","3"
"45490","5","31","5","5","7","18","7","18","2"
"45491","5","31","5","5","7","2","7","2","6"
"45492","5","31","5","2","34","12","34","16","2"
"45493","5","31","5","4","33","52","33","56","2"
"45494","5","31","6","5","7","18","7","18","41"
"45495","5","31","6","55","2","1","2","1","53"
"45496","5","31","6","5","20","3","20","4","25"
"45497","5","31","6","5","20","1","20","1","40"
"45498","5","31","6","23","41","13","41","17","23"
"45499","5","31","6","42","12","32","12","32","56"
"45500","5","31","6","13","28","10","28","10","24"
"45501","5","31","6","46","16","13","16","13","26"
"45502","5","31","6","23","43","1","43","5","50"
"45503","5","31","6","19","27","14","27","14","84"
"45504","5","31","6","13","28","20","28","20","77"
"45505","5","31","6","14","32","7","32","7","23"
"45506","5","31","6","5","1","29","1","29","40"
"45507","5","31","6","4","14","9","14","9","21"
"45508","5","31","6","5","31","23","31","23","36"
"45509","5","31","6","6","10","25","10","25","47"
"45510","5","31","6","38","8","13","8","13","16"
"45511","5","31","6","13","22","13","22","13","42"
"45512","5","31","6","5","4","31","4","31","25"
"45513","5","31","6","6","1","9","1","9","132"
"45514","5","31","6","49","6","10","6","10","94"
"45515","5","31","6","23","51","12","51","12","31"
"45516","5","31","6","6","1","5","1","7","30"
"45517","5","31","6","58","13","5","13","5","36"
"45518","5","31","6","5","31","7","31","7","23"
"45519","5","31","6","23","41","10","41","10","73"
"45520","5","31","6","66","21","8","21","8","19"
"45521","5","31","6","19","27","1","27","1","51"
"45522","5","31","6","37","2","4","2","4","23"
"45523","5","31","7","27","10","19","10","19","3"
"45524","5","31","7","6","1","6","1","6","4"
"45525","5","31","7","5","31","6","31","6","9"
"45526","5","31","7","49","6","10","6","10","5"
"45527","5","31","7","43","1","17","1","17","1"
"45528","5","31","7","5","31","3","31","3","2"
"45529","5","31","7","5","1","38","1","38","8"
"45530","5","31","7","5","3","28","3","28","11"
"45531","5","31","7","5","31","23","31","23","3"
"45532","5","31","8","5","31","6","31","6","75"
"45533","5","31","8","5","31","3","31","3","27"
"45534","5","31","8","6","1","9","1","9","71"
"45535","5","31","8","45","8","31","8","31","63"
"45536","5","31","8","2","33","14","33","14","87"
"45537","5","31","8","13","28","20","28","20","32"
"45538","5","31","8","6","1","5","1","5","59"
"45539","5","31","8","23","8","9","8","10","23"
"45540","5","31","8","23","43","1","43","2","46"
"45541","5","31","8","5","9","3","9","3","32"
"45542","5","31","8","2","13","21","13","22","41"
"45543","5","31","9","43","5","46","5","46","2"
"45544","5","31","9","41","12","19","12","19","2"
"45545","5","31","9","27","9","13","9","13","2"
"45546","5","31","9","13","15","2","15","2","2"
"45547","5","31","9","39","2","7","2","7","2"
"45548","5","31","9","28","4","6","4","6","2"
"45549","5","31","9","11","8","3","8","3","2"
"45550","5","31","9","6","3","14","3","17","2"
"45551","5","31","9","5","31","28","31","28","2"
"45552","5","31","9","41","10","4","10","5","2"
"45553","5","31","9","5","31","22","31","26","2"
"45554","5","31","9","43","1","45","1","45","2"
"45555","5","31","9","39","4","4","4","4","2"
"45556","5","31","9","4","33","2","33","2","2"
"45557","5","31","9","4","4","15","4","15","5"
"45558","5","31","9","6","6","12","6","12","2"
"45559","5","31","9","13","15","12","15","15","2"
"45560","5","31","9","42","20","28","20","28","2"
"45561","5","31","9","43","1","17","1","17","2"
"45562","5","31","9","5","17","18","17","18","2"
"45563","5","31","9","6","3","3","3","3","4"
"45564","5","31","10","3","23","34","23","43","5"
"45565","5","31","10","5","15","1","15","2","5"
"45566","5","31","11","6","8","34","8","35","6"
"45567","5","31","11","44","15","21","15","21","3"
"45568","5","31","11","2","34","24","34","24","4"
"45569","5","31","11","16","9","3","9","3","3"
"45570","5","31","11","16","8","13","8","13","3"
"45571","5","31","11","12","23","2","23","2","7"
"45572","5","31","11","5","12","5","12","5","4"
"45573","5","31","11","2","23","16","23","17","4"
"45574","5","31","11","19","84","7","84","7","3"
"45575","5","31","11","42","4","16","4","17","3"
"45576","5","31","11","16","8","18","8","18","2"
"45577","5","31","11","5","16","16","16","17","5"
"45578","5","31","11","16","8","1","8","8","4"
"45579","5","31","11","44","13","15","13","15","3"
"45580","5","31","12","55","3","15","3","17","2"
"45581","5","31","12","5","29","29","29","29","1"
"45582","5","31","12","19","19","7","19","11","3"
"45583","5","31","12","5","4","10","4","10","7"
"45584","5","31","12","5","6","6","6","7","3"
"45585","5","31","12","19","34","11","34","14","3"
"45586","5","31","12","15","10","1","10","1","2"
"45587","5","31","12","43","5","39","5","39","1"
"45588","5","31","13","5","6","7","6","7","3"
"45589","5","31","13","5","11","2","11","2","4"
"45590","5","31","13","20","22","6","22","6","2"
"45591","5","31","13","49","6","4","6","4","2"
"45592","5","31","13","19","78","4","78","8","2"
"45593","5","31","14","45","12","1","12","1","2"
"45594","5","31","14","12","1","4","1","4","2"
"45595","5","31","14","55","4","1","4","4","3"
"45596","5","31","14","21","9","5","9","5","3"
"45597","5","31","14","2","34","2","34","2","2"
"45598","5","31","14","5","31","23","31","23","4"
"45599","5","31","14","5","32","50","32","50","2"
"45600","5","31","14","5","31","2","31","2","2"
"45601","5","31","14","5","34","5","34","5","2"
"45602","5","31","14","4","27","13","27","13","5"
"45603","5","31","14","6","23","14","23","14","2"
"45604","5","31","14","23","38","1","38","1","2"
"45605","5","31","14","44","20","28","20","31","2"
"45606","5","31","14","9","10","19","10","19","3"
"45607","5","31","14","18","1","6","1","6","2"
"45608","5","31","14","18","2","1","2","1","3"
"45609","5","31","14","6","24","1","24","1","2"
"45610","5","31","14","65","1","24","1","24","3"
"45611","5","31","14","4","27","19","27","20","2"
"45612","5","31","15","2","40","38","40","38","2"
"45613","5","31","15","2","33","9","33","10","2"
"45614","5","31","15","19","99","7","99","7","2"
"45615","5","31","16","24","31","32","31","32","3"
"45616","5","31","16","19","106","39","106","39","3"
"45617","5","31","16","7","2","17","2","20","3"
"45618","5","31","16","26","16","15","16","15","7"
"45619","5","31","16","28","2","2","2","5","6"
"45620","5","31","16","26","23","5","23","21","4"
"45621","5","31","16","3","26","15","26","15","3"
"45622","5","31","16","66","17","2","17","5","2"
"45623","5","31","16","19","73","27","73","27","3"
"45624","5","31","16","24","3","1","3","3","3"
"45625","5","31","16","3","20","3","20","6","3"
"45626","5","31","16","10","7","12","7","12","4"
"45627","5","31","16","7","10","6","10","6","11"
"45628","5","31","16","66","19","2","19","2","7"
"45629","5","31","16","1","25","8","25","8","3"
"45630","5","31","16","18","20","11","20","11","3"
"45631","5","31","16","44","13","36","13","36","4"
"45632","5","31","16","7","10","13","10","13","10"
"45633","5","31","16","24","2","11","2","13","6"
"45634","5","31","16","2","32","6","32","6","3"
"45635","5","31","16","23","57","2","57","8","4"
"45636","5","31","16","26","16","25","16","36","4"
"45637","5","31","16","5","32","15","32","15","6"
"45638","5","31","16","7","2","12","2","12","10"
"45639","5","31","16","2","34","15","34","15","8"
"45640","5","31","17","5","32","20","32","22","2"
"45641","5","31","17","19","89","46","89","46","2"
"45642","5","31","17","23","8","17","8","17","5"
"45643","5","31","17","23","64","7","64","7","3"
"45644","5","31","17","4","14","42","14","42","5"
"45645","5","31","17","18","13","24","13","24","2"
"45646","5","31","17","14","24","20","24","20","2"
"45647","5","31","17","26","39","29","39","29","2"
"45648","5","31","17","24","23","33","23","33","3"
"45649","5","31","17","14","15","2","15","2","5"
"45650","5","31","17","19","2","12","2","12","2"
"45651","5","31","17","5","29","24","29","27","3"
"45652","5","31","17","13","28","9","28","9","3"
"45653","5","31","17","19","104","29","104","29","5"
"45654","5","31","17","19","27","9","27","9","2"
"45655","5","31","17","19","90","11","90","11","2"
"45656","5","31","17","28","9","12","9","12","2"
"45657","5","31","17","16","9","32","9","32","2"
"45658","5","31","17","7","2","14","2","15","2"
"45659","5","31","17","18","34","11","34","11","2"
"45660","5","31","17","5","29","20","29","20","2"
"45661","5","31","17","19","30","7","30","7","3"
"45662","5","31","17","26","39","23","39","24","2"
"45663","5","31","17","24","23","39","23","39","2"
"45664","5","31","17","23","63","17","63","17","2"
"45665","5","31","17","7","6","13","6","13","5"
"45666","5","31","18","5","31","16","31","17","3"
"45667","5","31","19","2","4","15","4","15","2"
"45668","5","31","19","5","31","21","31","22","5"
"45669","5","31","19","5","31","26","31","26","4"
"45670","5","31","19","10","14","3","14","3","3"
"45671","5","31","19","23","59","21","59","21","2"
"45672","5","31","19","40","10","18","10","18","2"
"45673","5","31","19","43","12","48","12","48","3"
"45674","5","31","19","24","1","9","1","9","2"
"45675","5","31","19","5","6","7","6","7","5"
"45676","5","31","19","5","11","19","11","19","3"
"45677","5","31","19","5","31","30","32","45","3"
"45678","5","31","19","5","4","9","4","10","3"
"45679","5","31","19","23","51","16","51","16","2"
"45680","5","31","19","26","2","5","2","5","2"
"45681","5","31","20","5","8","7","8","7","3"
"45682","5","31","20","2","3","17","3","17","3"
"45683","5","31","20","5","31","16","31","17","3"
"45684","5","31","20","16","9","25","9","26","6"
"45685","5","31","20","5","7","1","7","1","3"
"45686","5","31","20","26","34","20","34","20","4"
"45687","5","31","20","24","5","28","5","28","4"
"45688","5","31","20","5","32","15","32","17","3"
"45689","5","31","20","16","9","35","9","35","3"
"45690","5","31","20","5","6","10","6","12","6"
"45691","5","31","20","28","13","6","13","6","7"
"45692","5","31","20","24","50","11","50","11","3"
"45693","5","31","20","19","17","10","17","10","3"
"45694","5","31","20","2","3","8","3","8","5"
"45695","5","31","20","5","8","10","8","14","3"
"45696","5","31","20","19","73","7","73","7","3"
"45697","5","31","20","19","119","70","119","70","3"
"45698","5","31","20","26","34","16","34","16","4"
"45699","5","31","21","44","4","28","4","28","2"
"45700","5","31","21","1","6","5","6","5","3"
"45701","5","31","21","28","13","5","13","6","2"
"45702","5","31","21","30","5","25","5","26","2"
"45703","5","31","21","23","46","10","46","10","2"
"45704","5","31","21","44","2","23","2","23","2"
"45705","5","31","21","19","139","2","139","2","3"
"45706","5","31","21","43","2","24","2","25","3"
"45707","5","31","21","26","38","10","38","11","2"
"45708","5","31","21","28","5","3","5","3","4"
"45709","5","31","21","1","8","21","8","21","2"
"45710","5","31","22","5","31","19","31","19","4"
"45711","5","31","22","5","31","9","31","9","2"
"45712","5","31","23","5","31","7","31","8","4"
"45713","5","31","23","6","1","5","1","9","2"
"45714","5","31","23","5","31","3","31","3","2"
"45715","5","31","23","5","31","14","31","14","4"
"45716","5","31","23","44","7","45","7","45","3"
"45717","5","31","23","5","3","28","3","28","3"
"45718","5","31","24","5","17","18","17","18","2"
"45719","5","31","24","5","31","9","31","9","3"
"45720","5","31","25","5","31","9","31","9","2"
"45721","5","31","26","14","34","14","34","15","1"
"45722","5","31","26","12","22","8","22","11","1"
"45723","5","31","26","48","2","19","2","19","1"
"45724","5","31","26","45","3","19","3","20","1"
"45725","5","31","26","5","31","19","31","19","4"
"45726","5","31","26","12","22","13","22","19","1"
"45727","5","31","26","11","8","9","8","9","1"
"45728","5","31","27","5","9","24","9","24","4"
"45729","5","31","27","14","30","8","30","8","2"
"45730","5","31","27","23","48","4","48","4","2"
"45731","5","31","27","5","9","6","9","7","2"
"45732","5","31","27","5","32","20","32","20","4"
"45733","5","31","27","44","7","51","7","51","2"
"45734","5","31","27","19","78","8","78","8","2"
"45735","5","31","27","2","32","8","32","9","2"
"45736","5","31","28","5","29","10","29","10","2"
"45737","5","31","28","5","31","12","31","12","2"
"45738","5","31","28","2","18","25","18","25","1"
"45739","5","31","28","5","4","26","4","26","7"
"45740","5","31","28","4","11","16","11","17","2"
"45741","5","31","28","42","19","40","19","40","4"
"45742","5","31","28","23","1","2","1","2","2"
"45743","5","31","28","5","30","19","30","19","5"
"45744","5","31","28","1","49","1","49","2","2"
"45745","5","31","28","5","32","1","32","1","7"
"45746","5","31","29","14","34","24","34","24","2"
"45747","5","31","29","28","9","9","9","9","4"
"45748","5","31","29","5","32","5","32","5","5"
"45749","5","31","29","42","21","24","21","24","4"
"45750","5","31","29","5","4","30","4","30","4"
"45751","5","31","29","1","49","1","49","1","3"
"45752","5","31","29","61","3","3","3","3","2"
"45753","5","31","29","5","29","18","29","28","2"
"45754","5","31","29","5","28","15","28","68","2"
"45755","5","31","29","23","1","4","1","4","4"
"45756","5","31","29","3","26","14","26","46","2"
"45757","5","31","29","58","1","2","1","2","2"
"45758","5","31","29","26","38","8","38","8","2"
"45759","5","31","29","18","19","25","19","25","2"
"45760","5","31","29","61","2","1","2","2","2"
"45761","5","31","29","44","20","30","20","30","2"
"45762","5","31","29","7","2","19","2","19","5"
"45763","5","31","29","61","1","14","1","15","2"
"45764","5","31","29","55","3","1","3","6","2"
"45765","5","31","29","42","19","42","19","44","4"
"45766","5","31","29","54","4","1","4","1","2"
"45767","5","31","30","58","3","5","3","5","2"
"45768","5","31","30","43","12","49","12","49","3"
"45769","5","31","30","5","4","5","4","5","3"
"45770","5","31","30","58","3","2","3","2","3"
"45771","5","31","30","44","20","27","20","27","2"
"45772","5","32","1","24","2","12","2","12","6"
"45773","5","32","1","5","30","19","30","19","7"
"45774","5","32","1","23","1","2","1","2","13"
"45775","5","32","1","5","4","26","4","26","11"
"45776","5","32","1","24","6","19","6","19","7"
"45777","5","32","1","5","31","28","31","28","7"
"45778","5","32","1","19","50","4","50","4","7"
"45779","5","32","1","24","22","29","22","29","9"
"45780","5","32","1","19","49","1","49","1","9"
"45781","5","32","2","23","55","10","55","11","15"
"45782","5","32","2","58","6","7","6","7","6"
"45783","5","32","2","10","23","4","23","4","6"
"45784","5","32","2","38","10","1","10","1","5"
"45785","5","32","2","46","3","6","3","8","6"
"45786","5","32","2","18","29","22","29","23","9"
"45787","5","32","2","28","6","4","6","4","6"
"45788","5","32","2","33","5","7","5","7","11"
"45789","5","32","2","28","14","5","14","5","7"
"45790","5","32","2","19","72","6","72","6","11"
"45791","5","32","3","2","6","3","6","3","3"
"45792","5","32","3","2","33","19","33","19","3"
"45793","5","32","3","43","17","6","17","6","3"
"45794","5","32","3","13","17","19","17","19","2"
"45795","5","32","3","19","105","1","105","5","2"
"45796","5","32","3","49","1","19","1","19","4"
"45797","5","32","3","5","3","24","3","24","3"
"45798","5","32","3","19","89","16","89","18","2"
"45799","5","32","3","40","1","23","1","23","3"
"45800","5","32","3","43","17","26","17","26","3"
"45801","5","32","3","19","145","1","145","10","1"
"45802","5","32","3","13","29","11","29","11","3"
"45803","5","32","3","24","10","6","10","6","10"
"45804","5","32","3","2","20","24","20","24","1"
"45805","5","32","3","19","150","2","150","2","5"
"45806","5","32","3","19","29","1","29","2","2"
"45807","5","32","3","5","5","24","5","24","4"
"45808","5","32","3","2","34","5","34","7","1"
"45809","5","32","3","2","3","13","3","16","2"
"45810","5","32","3","24","23","6","23","6","3"
"45811","5","32","4","43","14","6","14","6","5"
"45812","5","32","4","45","1","32","1","32","3"
"45813","5","32","4","23","25","1","25","1","5"
"45814","5","32","4","40","16","16","16","18","3"
"45815","5","32","4","21","3","14","3","14","3"
"45816","5","32","4","5","32","18","32","18","4"
"45817","5","32","4","43","1","14","1","14","5"
"45818","5","32","4","27","4","37","4","37","14"
"45819","5","32","4","10","22","2","22","3","8"
"45820","5","32","4","59","1","17","1","17","9"
"45821","5","32","4","5","32","30","32","31","10"
"45822","5","32","4","10","23","3","23","3","3"
"45823","5","32","4","40","5","48","5","48","10"
"45824","5","32","4","23","32","2","32","2","3"
"45825","5","32","4","24","10","10","10","10","3"
"45826","5","32","4","43","5","22","5","22","4"
"45827","5","32","4","19","146","6","146","6","3"
"45828","5","32","4","19","18","30","18","31","25"
"45829","5","32","4","5","32","15","32","15","4"
"45830","5","32","4","46","10","4","10","4","8"
"45831","5","32","4","5","10","18","10","18","2"
"45832","5","32","4","19","97","2","97","2","4"
"45833","5","32","4","19","18","2","18","2","14"
"45834","5","32","4","24","9","24","9","24","7"
"45835","5","32","4","2","34","6","34","6","2"
"45836","5","32","4","66","15","3","15","4","13"
"45837","5","32","4","19","99","4","99","4","3"
"45838","5","32","4","45","2","2","2","2","5"
"45839","5","32","4","19","100","5","100","5","10"
"45840","5","32","4","18","35","14","35","14","3"
"45841","5","32","4","45","2","5","2","5","3"
"45842","5","32","4","59","4","12","4","12","3"
"45843","5","32","4","18","34","10","34","10","4"
"45844","5","32","4","23","30","18","30","18","3"
"45845","5","32","4","23","28","16","28","16","4"
"45846","5","32","4","19","138","8","138","8","3"
"45847","5","32","4","10","22","31","22","32","14"
"45848","5","32","4","43","1","17","1","17","3"
"45849","5","32","4","19","19","7","19","7","3"
"45850","5","32","4","19","9","16","9","16","3"
"45851","5","32","4","60","2","6","2","6","4"
"45852","5","32","4","5","7","9","7","9","2"
"45853","5","32","4","19","92","15","92","15","23"
"45854","5","32","4","23","26","4","26","4","18"
"45855","5","32","4","19","61","2","61","4","3"
"45856","5","32","4","1","1","31","1","31","1"
"45857","5","32","4","19","98","3","98","3","3"
"45858","5","32","4","9","2","2","2","2","3"
"45859","5","32","4","19","31","5","31","5","3"
"45860","5","32","4","35","1","13","1","13","4"
"45861","5","32","4","19","18","46","18","46","3"
"45862","5","32","4","1","18","25","18","25","7"
"45863","5","32","4","45","3","5","3","5","5"
"45864","5","32","4","10","22","47","22","47","3"
"45865","5","32","5","1","6","12","6","12","3"
"45866","5","32","5","36","3","7","3","7","3"
"45867","5","32","5","7","2","19","2","19","3"
"45868","5","32","5","43","8","41","8","41","2"
"45869","5","32","5","40","16","4","16","4","4"
"45870","5","32","5","5","4","16","4","16","2"
"45871","5","32","5","42","9","41","9","41","6"
"45872","5","32","5","23","1","4","1","4","9"
"45873","5","32","5","44","7","51","7","51","3"
"45874","5","32","5","5","9","24","9","24","2"
"45875","5","32","5","47","11","3","11","3","3"
"45876","5","32","5","40","3","7","3","7","3"
"45877","5","32","5","2","32","7","32","7","3"
"45878","5","32","5","5","31","29","31","29","6"
"45879","5","32","5","40","17","17","17","17","7"
"45880","5","32","5","28","9","9","9","9","4"
"45881","5","32","5","19","78","8","78","8","4"
"45882","5","32","5","50","2","15","2","15","9"
"45883","5","32","6","19","74","2","74","2","4"
"45884","5","32","6","45","8","15","8","15","3"
"45885","5","32","6","5","1","31","1","31","3"
"45886","5","32","6","2","15","16","15","16","2"
"45887","5","32","6","23","43","3","43","4","2"
"45888","5","32","6","56","2","11","2","14","2"
"45889","5","32","6","23","27","11","27","11","3"
"45890","5","32","6","23","43","7","43","7","3"
"45891","5","32","6","42","15","18","15","20","2"
"45892","5","32","6","23","64","8","64","8","4"
"45893","5","32","6","48","3","1","3","3","2"
"45894","5","32","6","24","5","21","5","21","3"
"45895","5","32","6","48","3","26","3","26","3"
"45896","5","32","6","61","2","1","2","1","3"
"45897","5","32","6","19","100","3","100","3","3"
"45898","5","32","6","23","63","16","63","16","9"
"45899","5","32","6","46","6","20","6","20","3"
"45900","5","32","6","23","1","2","1","2","3"
"45901","5","32","6","48","4","6","4","6","3"
"45902","5","32","6","44","20","28","20","28","3"
"45903","5","32","6","19","74","18","74","18","3"
"45904","5","32","6","23","44","2","44","2","4"
"45905","5","32","6","18","10","8","10","8","2"
"45906","5","32","6","19","95","6","95","6","2"
"45907","5","32","6","19","149","2","149","2","3"
"45908","5","32","6","5","32","15","32","15","3"
"45909","5","32","6","2","4","22","4","22","2"
"45910","5","32","6","5","32","18","32","18","3"
"45911","5","32","6","62","3","1","3","1","5"
"45912","5","32","6","19","116","12","116","12","2"
"45913","5","32","6","47","5","14","5","15","2"
"45914","5","32","6","43","8","41","8","41","3"
"45915","5","32","6","24","4","22","4","22","3"
"45916","5","32","7","5","4","32","4","32","7"
"45917","5","32","7","2","13","14","13","14","6"
"45918","5","32","7","23","63","11","63","11","6"
"45919","5","32","7","19","77","11","77","12","5"
"45920","5","32","7","7","6","13","6","13","5"
"45921","5","32","7","23","46","9","46","9","8"
"45922","5","32","7","18","8","8","8","10","9"
"45923","5","32","7","19","44","1","44","1","9"
"45924","5","32","7","19","77","5","77","6","8"
"45925","5","32","7","19","119","52","119","52","4"
"45926","5","32","7","19","10","6","10","6","3"
"45927","5","32","7","19","78","3","78","4","11"
"45928","5","32","7","19","77","8","77","8","3"
"45929","5","32","8","27","4","17","4","17","5"
"45930","5","32","8","19","50","14","50","14","2"
"45931","5","32","8","27","5","18","5","18","2"
"45932","5","32","8","44","7","48","7","48","2"
"45933","5","32","8","19","82","6","82","6","2"
"45934","5","32","8","1","10","25","10","25","4"
"45935","5","32","8","19","7","17","7","17","2"
"45936","5","32","8","1","11","8","11","9","7"
"45937","5","32","8","19","92","8","92","8","3"
"45938","5","32","8","19","115","16","115","16","4"
"45939","5","32","8","4","24","16","24","16","2"
"45940","5","32","8","44","17","26","17","26","15"
"45941","5","32","8","23","14","14","14","14","2"
"45942","5","32","8","1","15","18","15","21","4"
"45943","5","32","8","1","10","15","10","15","3"
"45944","5","32","8","19","91","1","91","1","3"
"45945","5","32","9","19","78","71","78","71","3"
"45946","5","32","9","19","135","4","135","4","4"
"45947","5","32","9","60","2","9","2","10","9"
"45948","5","32","9","33","2","5","2","5","3"
"45949","5","32","9","49","1","18","1","18","3"
"45950","5","32","9","24","10","16","10","16","10"
"45951","5","32","9","2","19","5","19","6","6"
"45952","5","32","9","2","15","16","15","16","3"
"45953","5","32","9","23","43","21","43","21","4"
"45954","5","32","9","9","10","1","10","1","3"
"45955","5","32","9","24","51","19","51","19","5"
"45956","5","32","9","5","26","18","26","19","4"
"45957","5","32","9","11","8","53","8","53","6"
"45958","5","32","9","11","8","51","8","51","6"
"45959","5","32","10","16","9","19","9","21","5"
"45960","5","32","10","19","147","19","147","20","4"
"45961","5","32","10","24","2","6","2","6","6"
"45962","5","32","10","45","2","18","2","18","4"
"45963","5","32","10","5","4","36","4","36","4"
"45964","5","32","10","19","17","8","17","8","9"
"45965","5","32","10","22","8","5","8","5","5"
"45966","5","32","10","5","8","15","8","16","9"
"45967","5","32","10","19","107","4","107","5","3"
"45968","5","32","10","28","13","5","13","5","9"
"45969","5","32","10","19","32","7","32","10","6"
"45970","5","32","10","38","2","8","2","8","10"
